CustomerID,Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1421,Male,0,No,No,69,Yes,Yes,DSL,No internet service,No,Yes,Yes,Yes,No internet service,Month-to-Month,Yes,Electronic check,87.65284196589235,1297.331780418318,0
1422,Male,0,Yes,No,57,No,No phone service,DSL,No,Yes,No internet service,No,Yes,No internet service,Two Year,Yes,Credit card (automatic),104.28400024046702,4653.23941990891,0
1423,Male,0,No,No,3,No,Yes,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Mailed check,28.8591974730031,7965.470204710613,0
1424,Female,1,Yes,Yes,54,No,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Mailed check,49.5740864553963,5041.1633683769,1
1425,Male,0,No,Yes,45,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Two Year,Yes,Credit card (automatic),27.585036630578145,7075.256425979158,0
1426,Female,0,Yes,No,18,No,Yes,Fiber optic,No,No internet service,No internet service,No,Yes,Yes,Month-to-Month,No,Electronic check,35.31273667608334,6941.294231515984,1
1427,Male,0,No,Yes,27,No,No,No,Yes,No,Yes,No internet service,No,Yes,One Year,Yes,Credit card (automatic),21.66412888953531,7397.872659147832,1
1428,Male,1,No,Yes,30,No,No,No,Yes,No internet service,Yes,Yes,No,Yes,One Year,Yes,Bank transfer (automatic),69.37505664879765,2142.130168556884,0
1429,Male,1,No,Yes,65,No,No phone service,No,No,No,No,No,Yes,Yes,One Year,Yes,Bank transfer (automatic),64.61547141837488,7597.475713541745,0
1430,Male,0,No,Yes,19,No,No,DSL,No,Yes,No internet service,No internet service,No,No,Month-to-Month,Yes,Mailed check,70.10203117192785,5162.829052554686,0
1431,Female,0,No,Yes,43,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,One Year,No,Electronic check,94.8952954428871,4500.586517558158,0
1432,Female,1,No,No,32,Yes,Yes,No,No internet service,No,No,No,Yes,Yes,One Year,Yes,Credit card (automatic),90.90143757434427,2771.586667270757,1
1433,Female,0,Yes,Yes,20,Yes,No,Fiber optic,No internet service,No,No internet service,No,Yes,Yes,Month-to-Month,No,Mailed check,43.81809958997285,5819.394174213358,1
1434,Female,1,Yes,No,62,No,No,Fiber optic,No,No internet service,No,No internet service,No internet service,No,One Year,No,Mailed check,29.69873559822999,3736.491359327833,1
1435,Female,1,Yes,Yes,21,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,Yes,No internet service,Yes,Two Year,No,Bank transfer (automatic),81.15003605525503,7493.722457493252,0
1436,Female,0,No,Yes,41,No,No phone service,No,No internet service,No,Yes,Yes,No,No internet service,Month-to-Month,No,Mailed check,115.27303440530804,294.18059217739483,0
1437,Male,0,No,Yes,45,No,Yes,DSL,No,No,Yes,Yes,No internet service,No internet service,One Year,No,Electronic check,112.4942248658108,4166.532859839075,1
1438,Male,0,Yes,Yes,27,Yes,No phone service,No,No,No,Yes,No internet service,No internet service,Yes,Two Year,No,Credit card (automatic),114.56302741527253,4845.584635197777,1
1439,Male,0,No,No,68,No,No phone service,DSL,Yes,No internet service,No,No,Yes,No,One Year,No,Electronic check,92.48662091645107,3910.2215855151603,0
1440,Female,0,Yes,No,16,Yes,No phone service,No,No,Yes,No,No internet service,Yes,No,Two Year,Yes,Bank transfer (automatic),50.66287400497812,7644.249235799459,1
1441,Female,0,Yes,No,42,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No,Two Year,Yes,Credit card (automatic),104.12106824213109,1449.1001431833124,0
1442,Male,1,No,No,41,No,No phone service,DSL,Yes,No internet service,Yes,No,Yes,No,Two Year,No,Mailed check,81.02481323159111,5467.255780180572,0
1443,Female,0,No,No,30,Yes,No phone service,DSL,No internet service,Yes,Yes,No,Yes,No internet service,Two Year,No,Credit card (automatic),29.687268292776174,1771.3092518228077,0
1444,Male,0,No,No,68,No,No,DSL,No internet service,Yes,Yes,No internet service,Yes,No,Two Year,Yes,Electronic check,44.783187825266964,5028.251940764298,0
1445,Male,1,No,Yes,7,Yes,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-Month,No,Credit card (automatic),91.61191841783233,5498.5737614934405,1
1446,Male,0,No,Yes,66,No,No phone service,Fiber optic,Yes,No internet service,No internet service,No internet service,Yes,Yes,One Year,No,Mailed check,40.82774630650369,2587.6133912909363,1
1447,Male,0,Yes,Yes,53,Yes,No,No,No internet service,Yes,Yes,Yes,No internet service,No internet service,Month-to-Month,Yes,Credit card (automatic),85.03374661504576,6139.274028066239,1
1448,Male,0,No,No,38,No,No,DSL,Yes,Yes,No internet service,No,No internet service,No,Month-to-Month,Yes,Electronic check,49.6942704426656,3274.641258234083,0
1449,Female,0,No,No,14,No,No,DSL,No internet service,No internet service,Yes,No internet service,Yes,Yes,Month-to-Month,No,Mailed check,46.57577356769704,7113.641555548774,1
1450,Male,1,No,No,19,No,No phone service,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,One Year,No,Bank transfer (automatic),68.26300869426044,5270.315447596321,0
1451,Male,1,No,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,One Year,No,Credit card (automatic),72.34519030518642,3774.648731604032,1
1452,Male,0,No,No,67,No,No phone service,Fiber optic,No internet service,No,Yes,No,No internet service,No,One Year,Yes,Mailed check,81.14109338366542,6650.454684357481,0
1453,Female,0,Yes,No,17,Yes,No,DSL,No,No internet service,No internet service,No,Yes,Yes,One Year,Yes,Electronic check,24.502331878567723,1341.1531354451272,1
1454,Female,1,Yes,Yes,22,No,No,No,Yes,Yes,No internet service,No internet service,No,Yes,One Year,No,Mailed check,57.12844790213978,4992.5427485167365,1
1455,Male,0,No,No,51,No,No,DSL,No,No,No,Yes,Yes,No internet service,Month-to-Month,Yes,Credit card (automatic),66.6296176668941,5996.051655022581,0
1456,Female,0,No,Yes,56,No,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit card (automatic),102.59862162540227,5116.093678523444,1
1457,Female,1,Yes,No,61,No,Yes,Fiber optic,No internet service,Yes,No,No,Yes,No,One Year,Yes,Mailed check,81.84219844426474,2229.2724021170466,1
1458,Female,1,Yes,Yes,56,Yes,Yes,Fiber optic,No internet service,No,No internet service,Yes,Yes,No,Two Year,No,Mailed check,80.54242565325288,3914.517251304929,0
1459,Male,1,Yes,No,1,No,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-Month,Yes,Credit card (automatic),67.06412015270621,778.4669686872737,1
1460,Male,1,Yes,No,40,Yes,No,No,Yes,Yes,No internet service,No internet service,No internet service,No,One Year,No,Mailed check,82.1235932821466,1188.564745759665,1
1461,Male,1,Yes,No,23,Yes,No,DSL,Yes,No,Yes,No internet service,No internet service,Yes,One Year,Yes,Electronic check,41.57631563710337,5706.092463103355,0
1462,Female,0,No,No,21,No,No phone service,No,No,No,No internet service,No,No,Yes,Month-to-Month,Yes,Bank transfer (automatic),60.52233369007929,194.77967523512086,1
1463,Male,0,Yes,No,36,No,No,Fiber optic,Yes,No internet service,Yes,Yes,Yes,No,Month-to-Month,No,Bank transfer (automatic),40.57032384219288,7755.001372754117,1
1464,Male,0,No,Yes,39,Yes,No,Fiber optic,No internet service,No,No,Yes,No,No,One Year,No,Bank transfer (automatic),23.52158566164501,3739.3244207473094,0
1465,Male,0,Yes,Yes,11,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One Year,No,Credit card (automatic),99.21497067660485,4672.733464866811,1
1466,Female,0,No,No,4,No,Yes,DSL,No,No internet service,No internet service,No internet service,No,No internet service,Month-to-Month,Yes,Bank transfer (automatic),77.88695369673925,986.6529315031756,1
1467,Male,0,Yes,No,66,Yes,No,DSL,Yes,No internet service,No,Yes,No internet service,No internet service,One Year,Yes,Electronic check,55.85375912659979,3996.749551010442,1
1468,Female,0,No,Yes,63,Yes,No,DSL,Yes,No,Yes,No internet service,Yes,Yes,Month-to-Month,No,Credit card (automatic),79.18288224288159,6289.785186929334,0
1469,Female,1,No,Yes,46,No,No,No,No,Yes,No internet service,Yes,No internet service,No,Two Year,No,Bank transfer (automatic),46.23200610723711,365.1005887580805,0
1470,Male,0,No,Yes,18,Yes,Yes,No,No,Yes,No,Yes,No internet service,Yes,Month-to-Month,No,Electronic check,39.546876313792104,2571.4677998359975,0
1471,Male,0,Yes,Yes,10,Yes,No phone service,DSL,No internet service,Yes,No,Yes,Yes,No,One Year,Yes,Bank transfer (automatic),67.1005754872761,1955.5083892022558,0
1472,Female,1,No,No,54,No,No phone service,Fiber optic,No internet service,Yes,No,No,No internet service,No,Month-to-Month,No,Electronic check,31.459590136082664,5088.518625537257,1
1473,Female,1,No,Yes,40,Yes,No phone service,DSL,No,Yes,Yes,No internet service,Yes,Yes,Month-to-Month,No,Mailed check,114.83484473464246,7056.534027159307,1
1474,Female,1,No,No,23,Yes,No phone service,No,No,No internet service,No internet service,Yes,No internet service,No internet service,Two Year,No,Bank transfer (automatic),55.55282845131441,3849.0197320384254,0
1475,Male,1,No,No,64,No,No phone service,No,No internet service,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank transfer (automatic),116.1932404257499,501.7360302131962,1
1476,Female,0,Yes,No,58,Yes,Yes,DSL,No internet service,No internet service,No,No internet service,Yes,No internet service,Two Year,Yes,Electronic check,119.67797109754531,463.952720549267,0
1477,Female,0,Yes,No,51,No,No phone service,Fiber optic,Yes,No,Yes,No,No,Yes,One Year,Yes,Mailed check,43.28017713348601,4734.544166841292,0
1478,Female,1,No,No,20,No,No phone service,No,No,No,No internet service,No internet service,No,No internet service,Month-to-Month,Yes,Bank transfer (automatic),55.85672454131637,7861.02774601513,1
1479,Male,0,No,Yes,25,No,No,Fiber optic,No,Yes,No internet service,Yes,Yes,Yes,Month-to-Month,Yes,Bank transfer (automatic),79.35053684275594,2981.648036414096,0
1480,Female,0,Yes,No,17,Yes,No phone service,No,No internet service,No internet service,No internet service,Yes,No internet service,No,Two Year,Yes,Bank transfer (automatic),96.70956242837804,772.6687723080355,1
1481,Female,0,Yes,Yes,42,No,Yes,No,No internet service,No internet service,Yes,No,Yes,No,One Year,Yes,Mailed check,54.557454911168385,6350.232187166272,1
1482,Male,1,Yes,No,33,No,No,Fiber optic,No internet service,No,No internet service,No,No,No internet service,Month-to-Month,No,Mailed check,22.45365678970798,6282.763491846838,0
1483,Male,1,Yes,No,67,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,No,No,No internet service,One Year,Yes,Mailed check,40.669068571380855,6438.870072540052,1
1484,Male,1,Yes,No,45,Yes,No phone service,Fiber optic,Yes,No internet service,No,No internet service,No internet service,No,Two Year,Yes,Credit card (automatic),61.24164331313812,7572.3788720408465,1
1485,Female,0,No,No,14,Yes,No,Fiber optic,No,No internet service,No internet service,Yes,No internet service,Yes,Month-to-Month,No,Mailed check,23.470482469154067,1779.3206662448374,0
1486,Female,1,No,Yes,53,Yes,No phone service,Fiber optic,No internet service,No,No,Yes,No internet service,No,Month-to-Month,No,Electronic check,36.651505984366686,958.0430514011547,1
1487,Female,0,No,Yes,63,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No,No,No internet service,Month-to-Month,Yes,Credit card (automatic),22.600489465116105,4049.215130001978,0
1488,Female,0,No,No,25,No,No,No,No,No internet service,No,Yes,Yes,No,One Year,No,Electronic check,89.11657192791037,3143.13294820324,0
1489,Male,0,No,No,29,No,No,No,No,No internet service,No internet service,Yes,No,No,Month-to-Month,No,Bank transfer (automatic),111.90266275275239,139.96659340467133,1
1490,Female,1,Yes,Yes,7,No,No phone service,Fiber optic,No internet service,No internet service,No internet service,No internet service,No,Yes,One Year,Yes,Bank transfer (automatic),21.246539957396063,2217.1642923998506,1
1491,Female,0,No,No,38,No,No,DSL,Yes,Yes,Yes,No internet service,No,No,One Year,Yes,Mailed check,112.52681063050984,7388.8689130487055,0
1492,Male,0,No,No,27,No,Yes,No,No,Yes,No,No internet service,Yes,No internet service,Month-to-Month,No,Mailed check,48.4609808326569,7599.655209306972,1
1493,Male,0,Yes,Yes,46,No,Yes,DSL,Yes,Yes,No internet service,No internet service,No,Yes,Two Year,No,Electronic check,37.12828434934866,3766.8020560292352,1
1494,Male,0,No,No,1,Yes,No phone service,No,Yes,No,No internet service,No internet service,Yes,Yes,One Year,No,Electronic check,75.07358794256069,2071.7712709856614,1
1495,Female,1,Yes,Yes,67,Yes,No,No,Yes,No,Yes,No internet service,No internet service,Yes,Two Year,Yes,Electronic check,73.75636970902877,2197.832147595701,0
1496,Male,0,Yes,No,10,No,Yes,DSL,Yes,No internet service,No internet service,No,Yes,No,Month-to-Month,Yes,Electronic check,79.24403752099522,1438.5166578340395,0
1497,Female,0,No,Yes,19,No,No phone service,No,No,No,No internet service,No,No internet service,No internet service,Month-to-Month,No,Electronic check,50.96983573585817,7966.302222933918,0
1498,Male,1,Yes,Yes,60,Yes,No,No,No internet service,No,No,No,No internet service,No internet service,Two Year,Yes,Bank transfer (automatic),75.56870662902725,1238.7841415214427,0
1499,Male,1,No,No,24,Yes,No,Fiber optic,No,No internet service,No,No internet service,No,No internet service,Month-to-Month,Yes,Electronic check,32.2583094526224,520.1365503801758,0
1500,Female,1,No,Yes,54,No,Yes,DSL,No,No,No,No internet service,No,No internet service,Month-to-Month,No,Electronic check,86.62955105232862,1404.5277053139328,1
1501,Female,0,Yes,No,26,No,No,No,No internet service,No internet service,No internet service,No,Yes,Yes,Month-to-Month,Yes,Credit card (automatic),36.328938779225425,1329.7676112648073,0
1502,Female,1,No,Yes,20,No,No phone service,DSL,No,Yes,Yes,No internet service,No internet service,Yes,Two Year,Yes,Bank transfer (automatic),88.73483591446426,3818.4652138281745,0
1503,Female,1,Yes,Yes,38,Yes,No phone service,No,No,No,No internet service,No internet service,No internet service,No,Two Year,Yes,Credit card (automatic),59.547753154782114,6943.086644961476,1
1504,Female,0,Yes,Yes,22,Yes,No,No,No,Yes,Yes,Yes,No internet service,No,One Year,No,Credit card (automatic),61.98621237055827,7527.321841738894,0
1505,Male,0,No,No,13,No,No,No,No,Yes,No,Yes,Yes,No,Two Year,Yes,Bank transfer (automatic),87.96739029174583,3095.481363040684,1
1506,Female,1,Yes,No,19,Yes,No phone service,No,No,Yes,Yes,Yes,No internet service,No,Two Year,No,Electronic check,30.168316341059622,4773.854118455408,1
1507,Female,1,Yes,Yes,47,No,Yes,DSL,No internet service,No,Yes,Yes,Yes,No,Two Year,No,Credit card (automatic),104.94193285930555,1429.0169707237071,0
1508,Male,1,Yes,No,62,Yes,Yes,No,No internet service,No internet service,No,Yes,No internet service,No,Two Year,No,Bank transfer (automatic),36.903556862173296,2511.548413451543,1
1509,Male,1,Yes,Yes,58,No,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Mailed check,59.83854802807662,2650.917809345074,1
1510,Female,0,Yes,Yes,10,Yes,Yes,DSL,No,No,No internet service,No internet service,No internet service,No internet service,One Year,No,Mailed check,110.93419643321681,2107.1016937830573,1
1511,Female,1,Yes,Yes,26,No,Yes,DSL,No internet service,Yes,No internet service,No,No internet service,No,Month-to-Month,Yes,Bank transfer (automatic),104.98489329416638,5853.368399228852,1
1512,Male,1,No,Yes,5,Yes,No phone service,No,No,Yes,No,Yes,No,Yes,Two Year,Yes,Electronic check,100.20561802903447,1243.344913861095,0
1513,Male,1,No,Yes,16,Yes,Yes,DSL,No internet service,No internet service,No,Yes,No internet service,No,Month-to-Month,Yes,Credit card (automatic),74.74737399007824,7140.5182772594835,0
1514,Female,1,Yes,Yes,14,Yes,No phone service,No,No,Yes,No internet service,No,No,No internet service,Two Year,Yes,Electronic check,35.88248560813258,2945.460732414704,1
1515,Female,0,Yes,Yes,47,No,No,No,No,No,No internet service,Yes,No internet service,No,Two Year,Yes,Mailed check,106.93629606449726,6106.825960682326,0
1516,Male,0,No,No,33,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No internet service,Month-to-Month,Yes,Electronic check,84.53040159934642,4601.876462347813,1
1517,Female,0,No,Yes,46,No,No,No,No internet service,No,Yes,No internet service,No,No,Two Year,No,Mailed check,78.68395341299845,5189.4450628367995,0
1518,Male,1,Yes,No,5,No,No,DSL,No,Yes,No,No,No,No internet service,One Year,No,Credit card (automatic),24.36906347788718,3066.3918061299264,1
1519,Male,1,Yes,No,12,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No,No internet service,No internet service,One Year,Yes,Electronic check,21.835778424565415,4672.77266030448,0
1520,Female,1,Yes,No,37,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No,No internet service,Yes,One Year,Yes,Bank transfer (automatic),112.41989132762932,3976.827872959158,0
1521,Female,1,Yes,Yes,34,Yes,No,DSL,No,No,No internet service,Yes,Yes,Yes,Two Year,No,Bank transfer (automatic),108.72855526937936,2347.1946675045615,1
1522,Female,0,No,Yes,65,No,Yes,No,Yes,No,No internet service,No,No internet service,No,One Year,Yes,Electronic check,24.61063144255828,1218.716419787861,1
1523,Male,1,Yes,No,16,No,Yes,DSL,No,No internet service,Yes,No,No,Yes,One Year,No,Bank transfer (automatic),25.128617185181806,6844.465970854881,1
1524,Male,0,No,Yes,4,Yes,No phone service,Fiber optic,No,Yes,No,No,No internet service,Yes,Month-to-Month,No,Mailed check,110.97516241326332,3476.3326555310646,0
1525,Male,0,No,No,15,No,No phone service,No,No,Yes,Yes,Yes,Yes,No internet service,Month-to-Month,No,Bank transfer (automatic),63.27591049942008,6981.661143332188,0
1526,Male,1,No,No,24,Yes,No,Fiber optic,Yes,No internet service,Yes,No,No,No internet service,Month-to-Month,Yes,Bank transfer (automatic),85.67721325610815,4121.597904818182,0
1527,Female,0,Yes,No,30,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-Month,No,Electronic check,72.80394098794483,6809.595251148315,1
1528,Female,1,Yes,Yes,26,Yes,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Two Year,No,Mailed check,22.373242879123293,4960.311986568491,1
1529,Male,0,Yes,Yes,17,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Two Year,No,Bank transfer (automatic),38.26201435318285,7304.367326575436,0
1530,Female,0,No,No,53,Yes,No phone service,No,No internet service,Yes,No internet service,No,Yes,No,Month-to-Month,Yes,Electronic check,73.98962448425868,7022.826343327588,0
1531,Male,1,Yes,Yes,25,No,No,DSL,No internet service,Yes,Yes,No internet service,Yes,Yes,One Year,No,Mailed check,38.7246459145483,2117.7996475209575,1
1532,Male,1,No,Yes,34,No,No,Fiber optic,No,No,Yes,Yes,No,No internet service,One Year,No,Credit card (automatic),25.37897211114914,6037.153210595257,1
1533,Male,1,Yes,Yes,59,Yes,No,Fiber optic,No internet service,Yes,No internet service,No internet service,Yes,No,Two Year,No,Mailed check,112.53732820386654,7770.675108664927,0
1534,Male,1,Yes,Yes,38,Yes,No,Fiber optic,No,Yes,No internet service,No internet service,No internet service,No,One Year,Yes,Credit card (automatic),39.82557948600309,1031.6994902737144,1
1535,Female,0,No,No,48,Yes,No phone service,DSL,No internet service,No,No,Yes,No,No,One Year,Yes,Credit card (automatic),114.42615463070354,4819.193519566541,1
1536,Male,0,Yes,No,16,Yes,No,DSL,No internet service,No,No,Yes,No internet service,No internet service,One Year,Yes,Electronic check,59.52206183318096,7420.2709797102325,1
1537,Male,0,Yes,Yes,19,No,No phone service,Fiber optic,Yes,No internet service,No internet service,Yes,Yes,No internet service,Two Year,Yes,Bank transfer (automatic),24.368717514205333,2881.124268795612,0
1538,Male,0,No,Yes,23,Yes,No,Fiber optic,Yes,No internet service,No,No internet service,No,No,Two Year,Yes,Electronic check,85.05150230971142,3464.3621494160825,1
1539,Male,1,Yes,Yes,41,No,Yes,Fiber optic,No,No,No,No,No internet service,No,Month-to-Month,No,Credit card (automatic),75.82693537413175,3494.842224284499,0
1540,Male,1,Yes,Yes,32,No,No,DSL,No internet service,No,No internet service,Yes,No internet service,No,Month-to-Month,No,Mailed check,46.73098863780375,6027.063487819495,1
1541,Female,1,No,No,28,No,No,No,No internet service,Yes,Yes,Yes,No,Yes,One Year,No,Bank transfer (automatic),40.478264252493716,3143.336202712627,0
1542,Female,0,No,No,52,No,No phone service,No,No internet service,No internet service,No,Yes,No internet service,No internet service,One Year,No,Mailed check,67.77341538717181,7318.901956437602,1
1543,Male,0,Yes,Yes,67,No,Yes,No,Yes,No,No,Yes,No,No,Two Year,No,Bank transfer (automatic),44.69579692851919,1200.4579268129996,0
1544,Female,1,Yes,Yes,52,Yes,No phone service,No,Yes,No,Yes,No,No internet service,No internet service,One Year,No,Credit card (automatic),104.94018379583497,5611.021323106594,0
1545,Male,0,No,No,63,Yes,No,No,Yes,Yes,No,Yes,Yes,No internet service,Month-to-Month,Yes,Bank transfer (automatic),93.45977353588053,7754.470739994302,0
1546,Female,1,Yes,Yes,34,Yes,No phone service,Fiber optic,Yes,No internet service,No,No internet service,Yes,No,Month-to-Month,Yes,Bank transfer (automatic),59.56003749740415,1155.0688095708551,0
1547,Male,1,Yes,Yes,58,No,Yes,No,No,No,No internet service,Yes,No internet service,No,One Year,Yes,Electronic check,21.95622335590554,1302.9201096465163,1
1548,Male,1,No,No,56,No,No phone service,No,No internet service,No internet service,Yes,No internet service,Yes,No,Two Year,Yes,Credit card (automatic),102.43852150070354,3618.192637233055,0
1549,Female,0,No,Yes,37,Yes,Yes,Fiber optic,No,No,No internet service,No internet service,No internet service,Yes,Two Year,No,Credit card (automatic),60.682312012962704,1901.4698733604507,0
1550,Male,0,No,No,67,No,No phone service,Fiber optic,No,Yes,No internet service,Yes,No,No internet service,One Year,Yes,Credit card (automatic),66.93139624681865,683.6021068400742,1
1551,Male,0,No,No,56,No,No phone service,No,No internet service,No internet service,Yes,No,No,No internet service,Two Year,No,Electronic check,56.45162589306082,7333.018812070943,1
1552,Female,1,No,No,14,Yes,No,DSL,No internet service,Yes,No internet service,Yes,Yes,No internet service,Month-to-Month,Yes,Bank transfer (automatic),106.51252475814948,526.9771017148182,0
1553,Female,0,Yes,No,1,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,No internet service,No,No internet service,One Year,No,Mailed check,78.75291135371751,6366.483480240352,0
1554,Female,1,No,No,15,No,Yes,DSL,No,No,Yes,No internet service,Yes,No,One Year,Yes,Electronic check,55.0765209471861,7297.725335807581,1
1555,Female,1,Yes,Yes,27,Yes,No phone service,DSL,No internet service,No,No internet service,Yes,Yes,No internet service,Month-to-Month,No,Electronic check,113.23000766108515,1356.7703993534572,1
1556,Male,0,Yes,Yes,71,Yes,No phone service,No,No internet service,Yes,Yes,No internet service,No,No,Month-to-Month,No,Mailed check,81.68680505046959,286.3058984109864,1
1557,Male,1,Yes,Yes,18,No,No phone service,DSL,No internet service,No,Yes,No,No internet service,No internet service,One Year,Yes,Bank transfer (automatic),51.06172814719062,6342.667670632788,1
1558,Male,0,Yes,Yes,7,Yes,No phone service,Fiber optic,No,No internet service,Yes,Yes,No internet service,No,Month-to-Month,Yes,Electronic check,90.71547994336653,2827.5626065328584,1
1559,Female,0,No,No,25,Yes,No,No,No internet service,No,Yes,Yes,No,Yes,Two Year,No,Mailed check,66.70109800439693,3699.7900471803564,1
1560,Male,0,Yes,Yes,43,No,No phone service,DSL,Yes,No,No internet service,No internet service,Yes,Yes,Two Year,No,Bank transfer (automatic),30.384562078923754,3186.354180018962,1
1561,Female,0,Yes,No,9,Yes,No,DSL,Yes,Yes,No internet service,No internet service,Yes,No internet service,Month-to-Month,Yes,Electronic check,33.22828707889229,1593.9406536163217,1
1562,Female,0,No,Yes,20,No,No phone service,No,No,No internet service,No internet service,No internet service,No internet service,No,One Year,Yes,Mailed check,36.382939434244705,4920.682871763726,0
1563,Male,0,Yes,No,68,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,No internet service,No,Yes,Month-to-Month,No,Electronic check,104.83807882103424,6424.798917981409,0
1564,Female,0,No,Yes,11,Yes,No,DSL,No,No internet service,No internet service,No,No internet service,No,Month-to-Month,Yes,Mailed check,63.69749599905438,6771.874512574191,1
1565,Male,0,Yes,Yes,13,No,No phone service,DSL,Yes,Yes,Yes,No,No internet service,Yes,One Year,No,Bank transfer (automatic),30.663010847873032,4240.447520909939,0
1566,Male,1,No,No,7,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit card (automatic),105.61585639980494,6462.858039318954,0
1567,Male,0,Yes,No,61,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No internet service,Two Year,Yes,Electronic check,60.02366768849398,137.4316226205615,1
1568,Female,0,No,Yes,18,Yes,No phone service,Fiber optic,No,Yes,No internet service,No,Yes,Yes,One Year,Yes,Electronic check,109.03564679908598,6140.320338689603,1
1569,Female,1,No,Yes,54,Yes,No phone service,Fiber optic,No,No,No internet service,No,No internet service,No,Two Year,No,Electronic check,105.81226782756045,2767.5605533438898,1
1570,Female,0,Yes,No,40,Yes,No phone service,DSL,No,No internet service,No,No,No internet service,No internet service,Two Year,No,Credit card (automatic),115.08221577671362,2713.5685396298604,1
1571,Male,0,Yes,Yes,24,No,No,No,No,Yes,No,No internet service,No,Yes,Two Year,No,Bank transfer (automatic),78.91346189168345,708.0060098086487,0
1572,Male,0,No,No,21,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,No internet service,No internet service,Yes,Two Year,No,Bank transfer (automatic),88.07637673091557,4286.270754564199,0
1573,Female,0,No,Yes,14,Yes,Yes,DSL,No,No internet service,Yes,No,No internet service,No internet service,One Year,Yes,Bank transfer (automatic),76.19151702719972,3388.6631582762734,0
1574,Female,0,Yes,No,31,Yes,Yes,No,Yes,No,No internet service,No internet service,No internet service,No internet service,Two Year,Yes,Bank transfer (automatic),71.31084935017272,6437.643351921669,1
1575,Male,0,Yes,Yes,18,Yes,Yes,DSL,Yes,No internet service,No internet service,No internet service,No internet service,Yes,Month-to-Month,No,Credit card (automatic),83.48963676831828,5197.922202870801,0
1576,Female,1,Yes,Yes,49,Yes,Yes,DSL,Yes,No internet service,Yes,No,No,Yes,One Year,Yes,Electronic check,89.13761601390604,1256.4327570403489,1
1577,Male,0,Yes,No,57,No,Yes,DSL,Yes,No,No internet service,No,Yes,No internet service,One Year,Yes,Bank transfer (automatic),45.27315440007392,6373.507845994711,0
1578,Male,1,No,No,4,Yes,No,Fiber optic,No,Yes,No,No,No internet service,No,Two Year,No,Bank transfer (automatic),81.08111458641093,3861.254617894428,0
1579,Male,1,No,Yes,8,No,Yes,Fiber optic,No internet service,No internet service,No,No internet service,Yes,Yes,Month-to-Month,Yes,Electronic check,40.30232398950689,989.6864018215473,1
1580,Male,0,No,No,49,No,No,Fiber optic,Yes,No internet service,No,No internet service,No,No,One Year,No,Mailed check,98.98917786848365,1515.5402412493493,0
1581,Female,0,Yes,No,6,Yes,Yes,No,No,No,No internet service,Yes,No,No,Month-to-Month,Yes,Bank transfer (automatic),87.98197133806637,5302.85292548982,1
1582,Male,1,No,Yes,58,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank transfer (automatic),65.33899092672873,3218.919726386285,1
1583,Female,0,Yes,Yes,46,No,No,DSL,No,Yes,Yes,No,No internet service,No internet service,One Year,Yes,Mailed check,113.96510277010476,934.2417668430646,0
1584,Female,0,Yes,Yes,23,Yes,No,Fiber optic,No internet service,Yes,No internet service,Yes,No internet service,Yes,Two Year,No,Bank transfer (automatic),35.909125821617444,6001.13680692899,1
1585,Male,0,Yes,No,40,Yes,No,Fiber optic,No internet service,Yes,No internet service,Yes,No,No,One Year,Yes,Electronic check,43.487586140854276,1208.814465966125,1
